ra,dec,flux65,flux90,flux140,flux160,qflag65,qflag90,qflag140,qflag160,peak_wl,peak_flux
346.69195,59.73487,1.504,3.156,,0.0914,1,1,2,0,90.0,3.156
347.7679,58.55394,2.046,3.019,,0.185,1,1,2,0,90.0,3.019
345.56851,64.94806,1.913,3.754,,0.0755,1,1,2,0,90.0,3.754
342.63207,67.127,2.494,4.157,,0.07,1,1,2,0,90.0,4.157
270.11549,-32.53463,0.6581,8.127,,0.147,1,1,2,0,90.0,8.127
345.63527,61.05544,1.351,4.61,,0.0812,1,1,2,0,90.0,4.61
338.99098,59.25298,2.723,5.417,,0.066,1,1,2,0,90.0,5.417
135.5289,-48.88535,1.239,7.458,,0.28,1,1,3,1,90.0,7.458
338.54881,66.02681,2.526,4.988,,0.0952,1,1,2,0,90.0,4.988
297.72953,22.62791,2.99,3.707,,0.0585,3,1,2,0,90.0,3.707
116.85377,-49.54742,1.841,3.005,,0.0243,1,1,2,0,90.0,3.005
317.74323,51.50589,1.148,5.186,,0.182,1,1,2,0,90.0,5.186
346.84699,58.7373,2.885,4.868,,0.156,1,1,2,0,90.0,4.868
346.53792,58.80008,2.514,3.519,,0.115,1,1,2,0,90.0,3.519
347.58012,61.9834,2.93,3.632,,0.403,1,1,2,0,90.0,3.632
345.99706,63.02751,2.968,6.765,,0.0726,1,1,2,0,90.0,6.765
347.0473,61.55003,1.309,3.194,,0.278,1,1,2,0,90.0,3.194
359.83729,61.01805,1.935,3.402,,0.0281,1,1,2,0,90.0,3.402
339.24303,59.38823,0.3717,7.169,,0.204,1,1,2,0,90.0,7.169
348.56143,62.93161,2.529,4.525,,0.127,1,1,2,0,90.0,4.525
345.16943,8.4685,2.807,4.174,,0.0501,3,1,2,0,90.0,4.174
313.89062,50.04487,2.296,4.165,,0.0402,1,1,2,0,90.0,4.165
264.7914,-30.71772,0.7341,13.09,0.955,0.78,1,1,3,1,90.0,13.09
313.76188,50.33281,2.359,5.106,,0.0961,1,1,2,0,90.0,5.106
346.37989,62.9303,2.56,3.36,,0.0494,1,1,2,0,90.0,3.36
286.72881,10.83063,0.7728,3.516,,0.285,1,1,2,0,90.0,3.516
342.11324,61.45416,1.579,3.293,,0.0863,1,1,8,8,90.0,3.293
286.65238,11.30018,2.899,8.63,,0.0804,1,1,2,0,90.0,8.63
286.71195,-6.25074,1.068,3.201,,0.0881,1,1,2,0,90.0,3.201
342.86825,59.89325,1.035,4.975,,0.0798,1,1,2,0,90.0,4.975
286.74196,10.83463,2.497,4.257,,1.16,1,1,3,1,90.0,4.257
346.06984,-44.00146,1.924,4.234,,0.0365,1,1,2,0,90.0,4.234
351.86688,61.48163,2.117,3.189,,0.0509,1,1,2,0,90.0,3.189
344.64943,62.10329,0.7635,6.984,,0.743,1,1,3,1,90.0,6.984
345.21303,61.19604,1.693,5.598,,0.136,1,1,2,0,90.0,5.598
352.10311,57.32309,1.62,3.146,,0.317,2,1,2,0,90.0,3.146
350.1774,62.6445,2.69,5.974,,0.0849,1,1,2,0,90.0,5.974
260.2165,-28.90648,2.858,5.867,,0.066,1,1,2,0,90.0,5.867
280.69712,-12.0846,1.031,3.242,,0.175,1,1,2,0,90.0,3.242
352.27245,59.32026,2.457,3.386,,0.105,1,1,2,0,90.0,3.386
347.66916,60.41457,0.7496,3.654,,0.222,1,1,2,0,90.0,3.654
344.71765,-0.71408,0.06607,3.83,,0.0336,1,1,2,0,90.0,3.83
246.63909,-47.50073,0.293,21.64,,0.394,1,1,3,1,90.0,21.64
277.28274,-19.61255,2.389,4.219,,0.123,1,1,2,0,90.0,4.219
259.30812,-38.95685,1.699,22.13,,1.27,1,3,3,1,90.0,22.13
158.50475,-56.9595,2.626,4.03,,0.115,1,1,2,0,90.0,4.03
253.64299,-37.92659,1.446,3.697,,0.171,1,1,2,0,90.0,3.697
319.22959,51.6732,2.661,7.913,,0.208,1,1,2,0,90.0,7.913
354.49837,65.22325,2.006,3.343,,0.0441,1,1,2,0,90.0,3.343
314.26236,46.55326,1.395,4.255,,0.128,1,1,2,0,90.0,4.255
341.53406,63.45922,2.288,3.628,,0.0689,3,1,2,0,90.0,3.628
336.82287,58.89013,2.711,3.191,,0.0667,1,1,2,0,90.0,3.191
342.58302,62.24332,1.918,4.015,,0.0848,1,1,2,0,90.0,4.015
348.10279,66.77564,1.694,4.836,,0.0456,1,1,2,0,90.0,4.836
319.63867,47.58919,2.954,3.935,,0.112,1,1,2,0,90.0,3.935
318.98849,44.02408,2.353,3.162,,0.0442,1,1,2,0,90.0,3.162
319.54367,43.43079,0.5042,3.041,,0.0917,1,1,2,0,90.0,3.041
256.9566,-32.72383,0.2297,7.142,,0.00113,1,1,2,0,90.0,7.142
337.71036,64.20825,2.813,3.531,,0.0821,1,1,2,0,90.0,3.531
342.91581,-70.20046,2.97,3.009,0.746,0.262,1,1,2,0,90.0,3.009
272.44356,-30.20533,1.038,4.143,,0.202,1,3,2,0,90.0,4.143
334.34958,60.18296,2.101,4.008,,0.32,1,1,2,0,90.0,4.008
282.59587,-50.16225,1.713,3.022,,0.0709,1,1,2,0,90.0,3.022
334.41393,63.3168,2.675,3.358,,0.156,1,1,2,0,90.0,3.358
279.71953,0.76743,0.5201,3.886,,0.0469,1,1,2,0,90.0,3.886
346.87948,64.19978,0.188,3.946,,0.0398,1,1,2,0,90.0,3.946
317.19804,52.68247,2.033,8.477,,0.121,1,3,2,0,90.0,8.477
311.70349,38.81398,1.071,7.498,,0.0353,1,1,2,0,90.0,7.498
339.65653,-63.4544,1.543,3.291,,0.281,1,1,2,0,90.0,3.291
356.15396,64.63714,1.918,3.037,,0.112,1,1,2,0,90.0,3.037
345.9561,60.53121,2.265,8.361,,0.141,1,1,2,0,90.0,8.361
279.67936,-14.73453,2.411,4.607,,0.00334,3,1,2,0,90.0,4.607
283.1937,-6.20313,0.8787,3.799,,0.195,1,1,3,1,90.0,3.799
350.47739,59.83956,1.274,3.189,,0.407,1,1,3,1,90.0,3.189
276.71096,-4.02355,0.4373,3.105,,0.119,1,1,2,0,90.0,3.105
269.49883,-11.96688,0.78,3.799,,0.071,1,1,2,0,90.0,3.799
325.45063,50.04571,0.5786,3.722,0.25,0.174,1,1,2,0,90.0,3.722
346.44399,60.61634,1.765,5.511,,0.00613,1,3,2,0,90.0,5.511
352.83056,63.18106,2.795,4.435,,0.104,1,1,2,0,90.0,4.435
345.97822,65.00501,2.187,4.322,,0.128,1,1,2,0,90.0,4.322
342.93595,62.53274,0.7397,5.271,,0.337,1,3,2,0,90.0,5.271
281.72549,-8.5534,0.03121,4.065,,0.111,1,1,2,0,90.0,4.065
286.47626,-4.58932,1.919,3.267,,0.0105,1,1,2,0,90.0,3.267
346.53793,59.8059,2.438,3.26,,0.0613,1,1,2,0,90.0,3.26
331.77538,63.32478,2.665,4.301,,0.0789,1,1,2,0,90.0,4.301
234.81191,-29.28118,1.58,3.679,,0.0753,1,1,2,0,90.0,3.679
347.32297,58.94964,1.417,7.601,,0.136,1,1,2,0,90.0,7.601
347.65687,60.21282,0.6516,6.861,,0.208,1,1,2,0,90.0,6.861
335.92685,57.84817,2.815,3.266,,0.104,1,1,2,0,90.0,3.266
351.64081,57.61617,2.881,5.061,,0.156,3,1,2,0,90.0,5.061
345.91862,63.1939,2.766,4.579,,0.0613,1,1,2,0,90.0,4.579
345.76525,60.17644,1.604,3.358,,0.138,1,1,2,0,90.0,3.358
274.05848,-9.53264,0.3034,3.152,,0.174,1,1,2,0,90.0,3.152
248.51547,-24.42556,2.03,3.073,,0.364,1,1,2,0,90.0,3.073
284.54487,-5.74476,0.7567,3.48,,0.0353,1,1,2,0,90.0,3.48
337.19756,59.0389,1.746,3.828,,0.0706,1,1,2,0,90.0,3.828
333.26198,63.48481,2.894,3.157,,0.123,1,1,2,0,90.0,3.157
351.15326,59.09942,2.541,8.39,,0.987,3,1,2,0,90.0,8.39
311.01031,42.22555,2.606,12.04,,0.471,1,1,3,1,90.0,12.04
355.4263,60.55156,2.811,5.938,,0.0489,1,1,2,0,90.0,5.938
235.68245,-34.203,0.556,5.475,,0.103,1,1,2,0,90.0,5.475
357.24145,59.24355,2.431,3.71,,0.121,1,1,2,0,90.0,3.71
266.07563,-36.87658,1.849,3.679,,0.137,1,1,2,0,90.0,3.679
331.60454,59.05428,2.851,3.9,,0.299,1,1,8,8,90.0,3.9
308.94276,38.48368,0.6144,8.243,7.72,1.71,1,1,3,1,90.0,8.243
353.21699,61.9319,1.81,3.087,,0.026,1,1,2,0,90.0,3.087
341.85417,62.91304,2.714,3.214,,0.124,1,1,2,0,90.0,3.214
358.32954,60.70661,1.169,3.886,,0.112,1,1,2,0,90.0,3.886
353.22277,57.09277,2.458,3.683,,0.0597,1,1,2,0,90.0,3.683
49.6345,51.96158,2.472,5.372,,0.0505,1,3,2,0,90.0,5.372
248.1723,-42.30306,2.726,4.708,,0.0619,1,1,2,0,90.0,4.708
348.80699,63.48742,1.326,4.077,,0.0991,1,1,2,0,90.0,4.077
301.90082,38.82516,0.09339,3.145,,0.359,1,1,2,0,90.0,3.145
305.38142,42.17587,2.528,9.199,,0.577,2,1,3,1,90.0,9.199
339.05249,75.30027,2.717,3.375,0.216,0.121,1,1,8,8,90.0,3.375
318.44459,59.45029,2.532,3.046,,0.0916,1,1,2,0,90.0,3.046
318.29873,49.21976,0.7968,4.723,,0.138,1,1,2,0,90.0,4.723
337.24377,54.05053,1.951,3.007,,0.0303,1,1,2,0,90.0,3.007
334.36886,63.36658,1.088,4.662,,0.312,1,1,2,0,90.0,4.662
324.57072,-23.0732,0.07193,3.15,,0.167,1,1,2,0,90.0,3.15
335.15601,62.38896,2.785,3.857,,0.0716,3,1,2,0,90.0,3.857
277.02724,-1.70622,2.797,4.101,,0.0167,1,1,2,0,90.0,4.101
330.12838,67.03821,1.064,3.162,,0.0929,1,1,2,0,90.0,3.162
264.71771,-36.49715,2.001,4.346,,0.0477,1,1,3,1,90.0,4.346
260.89947,-44.25213,2.999,3.135,,0.0997,3,1,2,0,90.0,3.135
339.30605,62.28201,2.488,4.068,,0.0619,1,1,2,0,90.0,4.068
329.24687,57.12496,2.687,4.317,,0.163,1,1,2,0,90.0,4.317
298.93073,23.35757,0.01093,3.404,,0.0144,1,1,3,1,90.0,3.404
344.1365,62.50179,2.694,13.64,,0.854,1,1,3,1,90.0,13.64
348.13052,-29.87044,2.726,4.705,,0.0266,3,1,2,0,90.0,4.705
289.75821,8.38112,1.973,4.673,,0.0969,1,1,2,0,90.0,4.673
345.19908,66.49867,2.609,4.423,,0.0584,1,1,2,0,90.0,4.423
353.69932,62.59905,2.348,3.366,,0.053,1,1,2,0,90.0,3.366
336.12313,61.31091,1.469,3.274,,0.094,1,1,2,0,90.0,3.274
351.07795,61.61095,2.298,3.411,,0.129,3,1,2,0,90.0,3.411
289.8685,9.08592,0.9108,8.719,,0.0242,1,1,2,0,90.0,8.719
241.41431,-53.49736,2.246,8.645,,0.365,1,1,3,1,90.0,8.645
325.02629,51.42773,1.321,3.101,,0.0997,1,1,2,0,90.0,3.101
334.01767,60.22436,1.517,3.063,,0.228,1,1,2,0,90.0,3.063
357.88413,61.48048,2.317,3.963,,0.11,1,1,2,0,90.0,3.963
335.89093,63.66088,2.876,5.688,,0.084,1,1,2,0,90.0,5.688
328.74675,53.99168,1.555,3.066,,0.0425,1,1,2,0,90.0,3.066
349.12978,58.68496,0.04876,3.797,,0.128,1,1,2,0,90.0,3.797
327.14026,56.51522,2.789,3.403,,0.0363,1,1,2,0,90.0,3.403
348.41363,9.24327,1.655,3.219,,0.0549,1,1,2,0,90.0,3.219
350.65873,59.13893,0.4253,5.084,,0.147,1,1,3,1,90.0,5.084
1.46331,68.82552,2.235,4.33,,0.0763,1,1,2,0,90.0,4.33
338.20709,61.9817,0.9266,3.129,,0.0346,1,1,2,0,90.0,3.129
331.63726,64.89141,2.357,3.178,,0.139,1,1,2,0,90.0,3.178
344.03497,60.6575,0.2329,4.726,,0.113,1,1,2,0,90.0,4.726
355.16125,20.44118,2.905,3.793,,0.0387,3,1,2,0,90.0,3.793
325.58325,57.4734,1.941,3.431,,0.204,1,1,2,0,90.0,3.431
329.71416,55.07063,2.412,3.872,,0.0379,3,1,2,0,90.0,3.872
336.95446,63.27669,2.472,6.671,,0.231,1,1,2,0,90.0,6.671
337.21844,54.79037,1.818,3.315,,0.112,1,1,2,0,90.0,3.315
352.97231,57.76064,2.851,4.426,,0.162,3,1,2,0,90.0,4.426
334.24036,63.30736,1.264,3.414,,0.173,1,1,2,0,90.0,3.414
340.69407,55.59741,1.448,4.225,,0.0881,1,1,2,0,90.0,4.225
334.41075,57.82878,2.22,3.31,,0.119,1,1,2,0,90.0,3.31
315.4945,45.2341,2.296,3.416,,0.119,1,1,2,0,90.0,3.416
328.80714,57.02867,2.596,4.732,,0.0632,1,1,2,0,90.0,4.732
269.8687,-27.56693,1.892,4.809,,0.17,1,1,3,1,90.0,4.809
269.89675,-11.08044,0.4528,3.883,,0.035,1,1,2,0,90.0,3.883
342.13998,-39.64896,2.552,3.192,,0.0583,1,1,2,0,90.0,3.192
358.45258,61.66193,2.024,7.221,,0.13,1,1,2,0,90.0,7.221
293.65346,18.70541,2.682,3.268,,0.0263,1,1,3,1,90.0,3.268
352.31564,58.89642,2.547,3.169,,0.0687,1,1,2,0,90.0,3.169
349.57024,59.99006,1.063,4.203,,0.25,1,1,2,0,90.0,4.203
357.58213,-14.50763,0.366,3.415,,0.0272,1,1,2,0,90.0,3.415
336.68153,59.49321,2.762,3.6,,0.0553,1,1,2,0,90.0,3.6
340.62101,61.80441,1.684,3.205,,0.103,1,1,2,0,90.0,3.205
358.4571,10.94352,1.504,3.114,,0.0331,1,1,2,0,90.0,3.114
283.07703,-5.30126,0.8542,5.703,,0.317,1,3,2,0,90.0,5.703
338.07022,65.73483,2.339,4.127,,0.201,1,1,2,0,90.0,4.127
337.09919,62.53294,2.102,3.596,,0.0327,1,1,2,0,90.0,3.596
331.17677,51.77287,2.471,3.598,,0.266,1,1,2,0,90.0,3.598
340.67738,60.09748,2.852,4.297,,0.116,1,1,2,0,90.0,4.297
344.97862,61.68778,2.668,4.215,,0.348,1,1,2,0,90.0,4.215
341.98122,60.71255,0.5105,3.196,,0.282,1,1,2,0,90.0,3.196
335.86167,42.36675,2.599,5.268,,0.104,3,1,2,0,90.0,5.268
337.34591,65.01675,0.8997,3.108,,0.0839,1,1,2,0,90.0,3.108
335.20976,62.06943,2.596,3.379,,0.057,1,1,2,0,90.0,3.379
342.65781,65.82802,2.951,4.006,,0.0455,1,1,2,0,90.0,4.006
281.70486,-7.78347,1.555,5.576,,0.456,1,1,3,1,90.0,5.576
319.97723,52.98475,0.7515,4.022,,0.0412,1,1,2,0,90.0,4.022
341.09973,58.93061,2.142,4.184,,0.0539,1,1,2,0,90.0,4.184
339.72518,13.19454,2.383,3.732,,0.026,1,1,2,0,90.0,3.732
343.11798,63.68958,0.2304,4.725,,0.185,1,1,2,0,90.0,4.725
305.53462,33.78284,1.625,3.684,,0.0743,1,1,2,0,90.0,3.684
343.72743,57.9432,1.802,3.65,,0.0592,1,1,2,0,90.0,3.65
248.50827,-41.70177,0.07745,3.675,,0.00992,1,2,2,0,90.0,3.675
247.99708,-51.6263,1.954,4.811,,0.107,1,1,3,1,90.0,4.811
344.83919,61.22916,2.007,4.889,,0.0997,1,1,2,0,90.0,4.889
218.62088,-57.47772,1.935,4.598,,0.0729,1,1,2,0,90.0,4.598
241.17565,-46.28381,2.744,3.066,,0.07,1,1,2,0,90.0,3.066
355.06559,58.80256,2.721,3.589,,0.116,1,1,2,0,90.0,3.589
342.28936,58.40756,2.971,3.999,,0.258,1,1,2,0,90.0,3.999
342.95945,61.87012,0.8231,3.009,,0.0449,1,1,2,0,90.0,3.009
325.32804,50.74957,0.8677,4.256,,0.0691,1,1,2,0,90.0,4.256
358.90466,65.97209,1.624,4.421,,0.168,1,1,2,0,90.0,4.421
327.41714,43.70369,2.881,4.419,,0.0542,1,1,2,0,90.0,4.419
347.1865,-12.64121,2.277,3.227,,0.0078,3,1,2,0,90.0,3.227
336.2485,56.67082,0.6428,3.492,,0.0456,1,1,2,0,90.0,3.492
288.88511,14.30442,2.333,4.617,,0.315,1,1,3,1,90.0,4.617
336.36736,63.16853,1.82,5.391,,0.145,1,1,2,0,90.0,5.391
263.0662,-37.84264,1.165,6.705,,0.417,1,1,3,1,90.0,6.705
334.66768,60.33291,1.389,3.402,,0.0647,1,1,2,0,90.0,3.402
347.17479,60.97534,0.6469,3.011,,0.281,1,1,3,1,90.0,3.011
333.36551,62.78552,2.285,3.241,,0.0458,1,1,2,0,90.0,3.241
310.72001,42.71469,2.525,4.396,,0.295,1,1,3,1,90.0,4.396
340.06361,-2.42491,2.369,4.106,,0.0808,1,1,2,0,90.0,4.106
337.23736,64.49101,1.684,5.019,,0.071,1,1,2,0,90.0,5.019
337.01618,63.76507,2.447,3.452,,0.08,1,1,2,0,90.0,3.452
345.68377,57.15412,1.823,3.42,,0.23,1,1,2,0,90.0,3.42
284.32264,5.05355,1.956,4.053,,0.0965,1,1,3,1,90.0,4.053
330.96363,-19.87852,2.032,3.107,,0.0707,1,1,2,0,90.0,3.107
345.34571,62.03507,2.781,10.75,,0.105,1,3,2,0,90.0,10.75
238.47979,-48.47197,2.943,3.297,,0.0398,1,1,2,0,90.0,3.297
318.95976,51.58439,0.9694,3.259,,0.0958,1,1,8,8,90.0,3.259
339.21226,34.44207,2.952,3.417,,0.667,1,1,8,8,90.0,3.417
331.12292,-66.11172,1.794,3.137,,0.0825,1,1,2,0,90.0,3.137
323.80155,52.31432,2.864,3.379,,0.0442,1,1,2,0,90.0,3.379
342.01695,62.31259,1.63,5.23,,0.235,1,1,2,1,90.0,5.23
315.34541,43.89008,1.857,3.125,,0.318,1,1,2,0,90.0,3.125
332.16028,38.08698,2.994,3.206,,0.0382,1,1,2,0,90.0,3.206
334.99621,58.04808,2.809,4.001,,0.0703,1,1,2,0,90.0,4.001
325.2393,47.23563,2.611,4.127,,0.0486,1,1,2,0,90.0,4.127
359.01638,-0.98843,2.266,3.148,,0.0597,1,1,2,0,90.0,3.148
333.19059,56.11272,2.307,4.398,,0.121,1,1,2,0,90.0,4.398
269.79332,-30.31293,2.44,6.864,,0.0491,1,1,2,0,90.0,6.864
334.66458,-24.17423,2.179,5.089,,0.108,1,3,2,0,90.0,5.089
326.75135,55.20243,2.779,4.08,,0.15,1,1,2,0,90.0,4.08
336.81873,64.39261,2.331,5.813,,0.151,1,1,2,0,90.0,5.813
336.95099,63.08506,2.211,3.795,,0.122,1,1,2,0,90.0,3.795
336.22989,63.42102,2.328,4.663,,0.247,1,1,2,0,90.0,4.663
336.46183,58.31526,2.812,3.717,,0.0514,1,1,2,0,90.0,3.717
345.77703,58.38974,0.6506,4.406,,0.104,1,1,2,0,90.0,4.406
250.18401,-54.15334,1.928,3.171,,0.0233,1,1,2,0,90.0,3.171
341.67941,62.9352,1.862,5.308,,0.0734,1,1,3,3,90.0,5.308
334.92434,55.38196,2.557,5.004,,0.0738,1,1,2,0,90.0,5.004
327.66303,58.02752,2.151,3.045,,0.118,1,1,2,0,90.0,3.045
336.28209,56.93129,1.892,3.56,,0.0976,1,1,2,0,90.0,3.56
343.1018,61.9085,1.752,3.556,,0.517,1,1,2,0,90.0,3.556
358.52455,64.54227,2.507,4.797,,0.116,1,1,2,0,90.0,4.797
292.32452,13.26848,0.498,4.169,,0.0241,1,1,2,0,90.0,4.169
289.03456,6.07625,0.7388,9.353,,0.0156,1,1,3,3,90.0,9.353
338.23655,59.14598,1.212,3.336,,0.0363,1,1,2,0,90.0,3.336
345.37736,60.23594,0.9959,3.613,,0.146,1,1,2,0,90.0,3.613
336.89207,64.00423,1.423,3.812,,0.0439,1,1,2,0,90.0,3.812
341.15683,60.65492,1.828,3.774,,0.0573,1,1,2,0,90.0,3.774
204.19826,-59.92935,1.505,3.103,,0.108,1,1,2,0,90.0,3.103
340.29009,37.67127,2.875,3.2,,0.101,3,1,2,0,90.0,3.2
325.15322,58.9523,1.444,4.225,,0.0487,1,1,2,0,90.0,4.225
335.78391,60.22634,2.524,3.846,,0.0692,1,1,2,0,90.0,3.846
325.10098,51.48986,1.785,4.464,,0.0669,1,1,2,0,90.0,4.464
340.51885,55.79643,1.013,3.119,,0.0268,1,1,2,0,90.0,3.119
342.5243,58.06471,2.51,3.228,,0.0941,1,1,2,0,90.0,3.228
343.09012,61.06648,2.515,3.937,0.459,0.109,1,1,2,0,90.0,3.937
358.04458,57.96411,2.056,3.162,,0.248,1,1,2,0,90.0,3.162
326.11734,43.55884,2.19,3.396,,0.032,1,1,2,0,90.0,3.396
337.45546,63.82638,2.659,4.563,,0.0531,1,1,2,0,90.0,4.563
332.48289,64.0895,2.531,3.004,,0.0468,1,1,2,0,90.0,3.004
326.16265,55.08537,2.92,3.833,,0.088,1,1,2,0,90.0,3.833
343.83786,63.86209,2.716,3.605,,0.0286,1,1,2,0,90.0,3.605
333.98166,63.65302,2.398,3.121,,0.1,1,1,2,0,90.0,3.121
337.28298,64.04663,2.547,4.083,,0.0908,3,1,2,0,90.0,4.083
349.81383,-22.65177,2.386,3.444,,0.0485,3,1,2,0,90.0,3.444
338.86727,59.75559,0.6425,4.127,,0.0764,1,1,2,0,90.0,4.127
336.87153,59.43194,1.829,3.396,,0.0426,1,1,2,0,90.0,3.396
343.395,61.9158,0.7881,4.269,,0.434,1,1,2,0,90.0,4.269
335.3611,64.51191,1.729,3.007,,0.111,1,1,2,0,90.0,3.007
334.27865,58.35327,2.268,3.223,,0.0913,1,1,2,0,90.0,3.223
335.47141,62.68546,1.545,4.875,,0.131,1,1,2,0,90.0,4.875
330.08937,-13.1483,2.304,3.347,,0.0415,1,1,2,0,90.0,3.347
324.38513,54.58713,1.93,3.844,,0.0608,1,1,2,0,90.0,3.844
334.80042,61.15797,2.434,3.575,,0.0608,1,1,2,0,90.0,3.575
322.9532,53.92235,2.495,3.268,,0.125,3,1,2,0,90.0,3.268
315.5605,44.18494,1.423,3.048,,0.115,1,1,2,0,90.0,3.048
332.65281,59.86462,2.7,4.937,,0.0538,1,1,2,0,90.0,4.937
335.20987,61.48168,1.924,4.204,,0.0615,3,1,2,0,90.0,4.204
337.16492,65.01649,1.513,4.105,,0.125,1,1,2,0,90.0,4.105
336.78195,66.66782,1.922,3.327,,0.0444,1,1,2,0,90.0,3.327
334.09172,56.19291,1.277,3.164,,0.158,1,1,2,0,90.0,3.164
324.45587,45.06576,1.539,3.336,,0.0512,1,1,2,0,90.0,3.336
325.95127,53.31009,2.6,3.498,,0.0571,1,1,2,0,90.0,3.498
341.23039,58.15405,2.298,3.652,,0.0456,1,1,2,0,90.0,3.652
338.80235,65.29083,2.259,3.151,,0.0909,1,1,2,0,90.0,3.151
341.3494,62.66545,2.765,5.705,,0.174,3,3,2,0,90.0,5.705
317.78323,53.19508,2.533,3.519,,0.0584,1,1,2,0,90.0,3.519
338.89488,69.89039,2.232,3.764,,0.0427,1,1,2,0,90.0,3.764
342.48097,62.39057,1.756,3.942,,0.137,1,1,2,0,90.0,3.942
335.21309,61.52609,0.9001,4.581,,0.0545,1,1,2,0,90.0,4.581
321.55598,52.5386,1.629,5.103,,0.0935,1,1,2,0,90.0,5.103
320.80806,48.83942,2.97,3.333,0.169,0.0432,1,1,2,0,90.0,3.333
263.22507,-24.58308,2.284,9.981,,0.0956,1,3,2,0,90.0,9.981
326.42548,57.33215,2.409,4.147,,0.117,1,1,2,0,90.0,4.147
331.58828,63.30311,1.894,3.253,,0.0795,1,1,2,0,90.0,3.253
321.42439,53.52114,2.994,4.354,,0.0412,1,1,2,0,90.0,4.354
342.39192,64.01304,0.897,3.177,,0.333,1,1,2,0,90.0,3.177
339.51239,60.62334,2.176,3.763,,0.0437,1,1,2,0,90.0,3.763
327.84384,58.21194,2.337,4.683,,0.0996,1,1,2,0,90.0,4.683
322.10363,51.81388,1.774,4.989,,0.163,1,1,2,0,90.0,4.989
333.95316,56.20312,2.499,4.412,,0.0908,1,1,2,0,90.0,4.412
326.42321,54.76054,1.978,3.095,0.0789,0.0595,1,1,2,0,90.0,3.095
298.04608,25.26053,2.963,5.02,,0.154,1,1,3,1,90.0,5.02
333.62965,-25.36244,1.443,6.946,,0.0369,1,3,2,0,90.0,6.946
287.91469,-8.08855,1.95,3.601,,0.0581,1,1,2,0,90.0,3.601
315.64295,41.00862,2.87,4.629,,0.00988,1,1,2,0,90.0,4.629
299.64165,33.14547,2.971,3.639,,0.0978,3,1,2,0,90.0,3.639
241.27837,-53.32569,2.114,3.141,,0.446,1,1,3,1,90.0,3.141
4.79039,61.07615,2.899,4.226,,0.146,1,1,2,0,90.0,4.226
327.80788,57.74886,2.469,3.66,,0.129,1,1,2,0,90.0,3.66
335.70021,58.19351,2.99,4.01,,0.0534,1,1,2,0,90.0,4.01
275.6418,-18.29466,1.651,7.641,,0.549,1,1,3,1,90.0,7.641
328.31709,15.61597,2.957,3.533,,0.0522,1,1,2,0,90.0,3.533
254.49848,-50.29178,1.041,3.943,,0.16,1,1,2,0,90.0,3.943
277.25916,-12.17519,0.1736,50.57,,0.935,1,1,3,1,90.0,50.57
332.61733,55.63314,2.27,3.968,0.154,0.36,1,1,8,8,90.0,3.968
254.80003,-44.60797,2.755,7.97,,0.376,1,1,3,1,90.0,7.97
254.94742,-33.37025,0.6916,4.299,,0.0225,1,1,2,0,90.0,4.299
264.00019,-49.95368,0.1582,4.708,,0.108,1,1,2,0,90.0,4.708
263.86795,-20.85798,2.036,3.05,,0.00346,1,1,2,0,90.0,3.05
322.61629,50.0285,2.925,3.083,,0.0339,1,1,2,0,90.0,3.083
332.88856,58.00183,2.212,4.492,,0.0556,1,1,2,0,90.0,4.492
269.94821,-21.32221,2.407,3.247,,0.115,1,1,3,1,90.0,3.247
357.58089,68.81815,0.5199,3.385,,0.0451,1,1,2,0,90.0,3.385
334.09642,63.47034,1.621,3.265,,0.293,1,1,2,0,90.0,3.265
343.58061,11.78214,2.378,3.034,,0.0305,3,1,2,0,90.0,3.034
248.20978,-45.2771,0.9789,5.855,,0.369,1,1,3,1,90.0,5.855
85.46767,-3.4413,2.719,4.47,,0.077,1,1,2,0,90.0,4.47
338.32796,40.83094,2.932,4.686,,0.14,1,1,2,0,90.0,4.686
325.67902,53.01034,2.517,4.298,0.56,0.067,1,1,2,0,90.0,4.298
332.45843,65.34003,2.189,3.542,,0.0599,1,1,2,0,90.0,3.542
323.40803,58.70801,2.72,3.407,,0.0343,1,1,2,0,90.0,3.407
345.15119,57.63574,1.991,3.551,,0.0774,1,1,2,0,90.0,3.551
281.29792,-11.0062,1.53,4.962,,0.157,1,1,2,0,90.0,4.962
323.91959,56.49661,1.149,3.416,,0.0511,1,1,2,0,90.0,3.416
271.74646,-28.73436,2.518,4.596,,0.00208,1,1,2,0,90.0,4.596
282.99084,-4.64831,2.755,5.078,,0.162,1,1,2,0,90.0,5.078
305.04577,34.64132,2.575,5.014,,0.145,1,1,3,1,90.0,5.014
318.02826,52.8715,2.411,6.431,,0.172,1,1,2,0,90.0,6.431
233.67595,-59.07029,1.159,6.113,,0.0966,1,1,3,1,90.0,6.113
331.58904,65.08585,2.931,3.884,,0.0916,1,1,2,0,90.0,3.884
327.56063,57.96271,1.948,6.416,,0.138,1,1,2,0,90.0,6.416
313.72536,44.45263,0.4864,6.627,,0.22,1,1,3,1,90.0,6.627
338.84509,57.47726,1.165,3.443,,0.0831,1,1,2,0,90.0,3.443
333.01407,55.59628,1.52,4.726,,0.0651,1,1,2,0,90.0,4.726
326.31059,57.23866,1.461,3.597,,0.0685,1,1,2,0,90.0,3.597
336.75555,62.56263,2.089,3.037,,0.0754,1,1,2,0,90.0,3.037
